"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"26","90","Delightful, Quirky, Entertaining, Humorous, Nostalgia-inducing  GirlFriday",""," May 8th, 2017","See it if open to quirky, colorful, whimsical worlds stemming from  pure imagination ; if you're a child or child at heart. Christian Borle delights!","Don't see it if you dislike zany, quixotic antics and sets; don't want to see children maimed or exploded (semi-explicitly); dislike Roald Dahl's world.=Also I'm not the biggest Roald Dahl fan, but his works have always held a spot in my heart due to nostalgia. I love Gene Wilder's take on Willy Wonka, and even enjoyed the Johnny Depp version nearly as much: I have also always had a special affection for young Charlie Bucket and his family. I went into this new musical, therefore, not wanting to get my hopes up. While Broadway's Charlie and the Chocolate Factory could do with larger sets (and lower prices for their merchandise booth chocolate bars!), I have a feeling that pared-down set design is due to the difficulty in changing sets so often (some look heavy) and not making the show glaringly ostentatious. Adults playing children (minus Charlie) did not distract--they really embodied their roles well. Christian Borle definitely is committed (as always) to making his semi-Gene-Wilder-inspired portrait of the mysterious and iconic candymaker his own. This is not a musical for those who want rich romance and  pretty  sets. Come for fun!...<U+00A0>Read more Read less= 0="
"27","64","Ambitious, Disappointing, Fluffy  Morgan F",""," May 6th, 2017","See it if you are under 13 without preconceived notions on what this could have been","Don't see it if you loved the movie (or book), have trouble hearing (words get mumbled throughout), you are expecting sets that fulfill your imagination= 2="
"28","84","Absorbing, Clever, Entertaining, Fun, Great for families  Gil K",""," May 5th, 2017","See it if Surprisingly entertaining.Great story, music, singing. Sets are clever, creative, fun & colorful. Imagination required.;-) Borle at his best","Don't see it if you expect the movie and/or lavish over-the-top sets. Some scenes are shocking but it's following the original book.Some inappropriate jokes=Also I was very pleasantly surprised. The reviews were harsh. Yes, the sets are not over-the-top and there are no big gimmicks, special effects and stunts. But it is clever and visually appealing. A bit of imagination is required for full enjoyment. The music blends so well with the story and furthers the plot along seamlessly.The whole cast is so talented and Borle gets a role big enough to showcase his full talent. Kudos!This was very enjoyable and easily fun for all ages....<U+00A0>Read more Read less= 9="
"29","35","Funny, Disappointing, Excruciating, Cliched, Slow  webman843",""," May 3rd, 2017","See it if You want to waste your time and money on something that should never been produced. Or if you love Jackie Hoffman (she's the only good part)","Don't see it if you like good theatre.= 3="
"30","65","Quirky, Disappointing, Fluffy  David T",""," May 2nd, 2017","See it if you have children or if you enjoy fluff. However, that won't be on display scenically. Music is light. Oompas are the only amusing aspect.","Don't see it if you want a Broadway set. This is a huge let down. The London production had amazing designs, and this misses the mark. No wow efx moments.= 2="
"31","84","Funny, Clever, Delightful, Entertaining, Fun  Brendon NYC",""," May 2nd, 2017","See it if Very entertaining w/ lots of laughs. Borle & entire cast are great! Strong hilarious Moments esp in Act2!  Death  scenes very creative/fun.","Don't see it if You are looking for something serious. I find the critics reviews unjustifiably harsh. If you want a fun time, this is a great choice.= 15="
"32","69","Disappointing, Forgettable score, Cartoonish (not in a good way), Waste of fine talent, Original film songs the best part  Suzanne 2",""," May 1st, 2017","See it if You have a child who's already seen Lion King, Aladdin, Wicked etc; You want a preview of a touring show/community theater production","Don't see it if You're expecting a visually or musically creative show. Sets inexplicably minimal and music (other than songs from 1960s film) forgettable.=Also Im a huge fan of John Doyle's minimalist musicals but this just annoyed me. Minimal sets are great where they let the score and acting shine. There's nothing left here. I saw the very over-the-top London production with a crazy expensive set and while the score and book were no better, at least it felt like a big production, not an off-Broadway piece. This seems ready to be a tour or a licensed piece for community theater. At least Jackie Hoffman gets to do her thing....<U+00A0>Read more Read less= 3="
"33","75","Funny, Ambitious, Great acting, Quirky, Relevant  eortiz1296",""," April 30th, 2017","See it if you adore Christian Borle, like shows that are kinda out there","Don't see it if you're a movie purist, dislike low-brow humor= 3="
"34","45","Ambitious, Quirky, Disappointing, Slow, Fluffy  CJ S",""," April 28th, 2017","See it if The book was poorly written. Music was mediocre. And the 'set' was a disappointment.","Don't see it if Watch Anastasia instead.= 5="
"35","60","Boring, Disappointing, Slow  Kevin A 6126",""," April 27th, 2017","See it if You loved Matilda or other similar weak book adaptations or you want to see Christian Borle trying his best to make the show interesting","Don't see it if You have another option= 5="
"36","69","Funny, Quirky, Disappointing, Slow, Entertaining  Tyler H 2",""," April 27th, 2017","See it if you absolutely love Christian Borle because he is absolutely incredible as Wonka. Some of the music is well done.","Don't see it if you want to sit through a very slow first act which adds nothing to the plot. Very minimal sets, no actual Wonka until end of act 1.= 4="
"37","85","Delightful, Enchanting, Quirky, Great singing, Heart warming  Scott Finkelstein",""," April 27th, 2017","See it if loved the Gene Wilder movie version or just want an all-ages night out at the theater.","Don't see it if you don't like the Roald Dahl story, have a strong objection to the fantasy depiction of children being killed.=Also I think the production doesn't get the recognition that it deserves. Granted, that the show is carried on the backs of the cast. My Charlie was Ryan Foust who was insanely delightful!!! (What a coincidence that all 3 Charlies have  Ryan  in their names) Besides, Candy Man and Imagination, Emily Padgett's rendition of  If Your Father was Here  tugged on the heart strings. Then, there's Christian Borle who can do no wrong as the maniacal Willy Wonka. John Rubenstein's Grandpa Joe was a delight. The stellar cast breathes life and soul into a staging that may not reflect the best of Broadway, but nevertheless presents the fantastic effects of the Oompa Loompas and the  deaths  of Violet Beauregarde and Veruca Salt. I thought that Michael TeaVee's demise was a bit week, but Jackie Hoffman (as his mom) made up for the character's short comings. Judging by the lengthy standing ovation the show received, I think that professional critiques should be taken with reservations...<U+00A0>Read more Read less= 3="
"38","74","Ambitious, Delightful, Enchanting, Fun, Silly  dreammaker",""," April 27th, 2017","See it if You love the lovable Christian Borle and if you're a fan of the Dahl story or film. It's all brought to life deliciously.","Don't see it if You like efficient story telling. For what it is - it's long. Bring kids and your inner child - for the fun, silliness.= 2="
"39","70","Funny, Slow, Entertaining  Meg S",""," April 26th, 2017","See it if you have kids or are a kid at heart - the story is entertaining and heartwarming","Don't see it if You are feeling nostalgic for the original and think thats what you're going to see - its very different.= 2="
"40","82","Delightful, Great acting, Entertaining, Great singing, Great staging  Hopalong",""," April 26th, 2017","See it if Great production of classic tale with some alterations in story.Use of adults to play the children is a terrific idea.Cast is outstanding.","Don't see it if Prior knowledge of Wonka story is helpful. Show is great fun. Use of puppetry for oompa-loompas works very well. Well acted and sung by all= 3="
"41","60","Ambitious, Indulgent, Disappointing, Overrated, Fluffy  Thomas 12",""," April 23rd, 2017","See it if You aren't strongly attached to the story and the material. You like Borle and Hoffman who are doing their best. You have small children","Don't see it if You love this story in any way. I watched my childhood torn up before my eyes. Literally in one case. This production is all wrong and sad.= 5="
"42","25","Banal, Confusing, Disappointing, Excruciating, Insipid  Georgie C",""," May 8th, 2017","See it if You think your life is empty, and need proof that there are worse things in the world.","Don't see it if Well... just don't see it.=Also This is by far one of the biggest disasters and disappointments I've ever experienced on Broadway. I really tried....<U+00A0>Read more Read less= 2="
"43","50","Indulgent, Confusing, Slow  Erin F 3",""," May 8th, 2017","See it if You have to see absolutely everything Christian Borle.","Don't see it if You want the story to be the same as the book or the films. Many plot points are different.= 0="
"44","48","Disappointing, Overrated, Slow  Norm 6161",""," May 8th, 2017","See it if You just cannot talk your kid out of it....certainly no guarantee that even kids will love it..","Don't see it if You expect any real excitement or great staging or effects.=Also The Charlie that we saw, (there are three) did not have a great voice at all...<U+00A0>Read more Read less= 0="
"45","59","Delightful, Disappointing, Fluffy  Dean 6088",""," May 8th, 2017","See it if You have kids","Don't see it if Disappointing staging & plotting FIrst act dull, second act gets better & has good special effects= 0="
"46","80","Funny, Delightful, Quirky, Kid friendly  Cyndi V",""," May 6th, 2017","See it if you have kids and enjoy the book/old movie. Christian Boyle is fabulous in this!","Don't see it if You are looking for a deep theatrical experience - this is lighthearted fun.= 1 vote="
"47","90","Funny, Ambitious, Delightful, Entertaining, Great singing  Sean Ryan",""," May 5th, 2017","See it if You are looking for a feel good show you don't have to think about!","Don't see it if You don't want to be surrounded by children!= 1 vote="
"48","78","Indulgent, Disappointing, Silly, Inconsistant, Erratic  Ann 14",""," May 4th, 2017","See it if You are a fan of Christian Borle. He is terrific, as always. The first act is dreadfully slow but the second act is far better.","Don't see it if You don't like the story of Willie Wonka.= 1 vote="
"49","68","Funny, Quirky, Disappointing, Slow, Fluffy  Linda B 612661",""," May 3rd, 2017","See it if You have never seen the movie and don't mind minimal sets. Christian Borle and Jackie Hoffman are the only ones worth seeing.","Don't see it if You don't want to listen to candy wrappers and children all through the performance.= 1 vote="
"50","72","Quirky, Slow, Great staging  Jessica Rozycki",""," May 3rd, 2017","See it if You're a fan of Christian Borle","Don't see it if You're looking for all of the original songs from the movie= 1 vote="
"51","35","The Washington Post","Peter Marks","April 24th, 2017","'Charlie and the Chocolate Factory' imagines itself cleverly subversive, but it<U+2019>s just a shrill and nasty cartoon. The production labors under the illusion that killing off irritating children in a candy factory is hilarious, when instead it comes across as one indulgent act of mean-spiritedness...Borle wears a disconcerted look throughout much of the proceedings, as if he just finished a meal that didn<U+2019>t agree with him.","="
"52","55","Towleroad","Naveen Kumar","April 24th, 2017","The musical is first and foremost a test of patience...Only once we reach the factory at last does the musical<U+2019>s leading man, a sly and off-beat Christian Borle, finally get to take the reins and drive the show with some momentum...Don<U+2019>t expect grand confectionary spectacle, though; director Jack O<U+2019>Brien and designer Mark Thompson take the whole 'world of pure imagination' thing pretty literally...Borle is, all the same, a winning ringleader of a somewhat lackluster circus.","="
