"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"3341","94","Clever, Epic, Profound, Great writing, Entertaining  Jeffrey M","  On","See it if you want to be a part of history.","Don't see it if there is no reason not to see it",""
"3342","100","Clever, Delightful, Enchanting, Exquisite, Entertaining  Claire N 7106",""," April 16th, 2017","See it if YOU ARENT CRAZY","Don't see it if You are crazy"
"3343","100","Clever, Enchanting, Refreshing, Entertaining, Great staging  Tamara M 7106","  On","See it if You love musicals. Pop music. History. Or America. I'm a Canadian and still absoluetely adore this musical.","Don't see it if You hate theatre. That's the only reason why you wouldn't see it",""
"3344","95","Thought-provoking, Must see, Great writing, Great staging  Emily 7049",""," April 16th, 2017","See it if You can get tickets. You know the score or are used to rap music. If neither is true get hearing assisted devices to understand words.","Don't see it if You are a senior citizen and refuse to use hearing assisted devices. Shouldn't miss it. It's brilliant.="
"3345","100","Absorbing, Edgy, Exquisite, Intelligent, Masterful  Jordyn 7106",""," April 16th, 2017","See it if You enjoy brilliantly written and ground-breaking music and casting!","Don't see it if There is no reason to not see it."
"3346","100","Ambitious, Intense, Masterful  Elizabeth A 7105",""," April 15th, 2017","See it if Any one interested in history, creative musical theater, brilliant writing and singing.","Don't see it if you are close-minded and hate rap"
"3347","95","Absorbing, Great acting, Must see, Great singing, Great staging  Kara 7103",""," April 15th, 2017","See it if you love Lin Manuel Miranda, you love modern theater","Don't see it if you don't enjoy rap music="
"3348","100","Absorbing, Enchanting, Must see, Profound, Refreshing  Yohanna",""," April 15th, 2017","See it if If you are a human being come see this show. It it truly a breath of fresh air! You learn history and are engaged 100% of the time.","Don't see it if If you don't want to learn about the history of this country, if you hate being entertained, if you hate good music and profound lyrics"
"3349","100","Absorbing, Epic, Masterful, Entertaining, Great singing  Erin W 7105",""," April 15th, 2017","See it if You love pop","Don't see it if You don't like all singing="
"3350","100","Absorbing, Great acting, Must see, Great writing, Great singing  Drew Mackey",""," April 14th, 2017","See it if You like the Cast Recording or hip hop music or have heard good things about, they'll be true!","Don't see it if You don't like the Cast Recording or hip hop."
"3351","100","Funny, Absorbing, Clever, Epic, Entertaining  Michele P 6124",""," April 14th, 2017","See it if You love smart, hilarious, heart wrenching dialogue and songs.","Don't see it if There is no reason not to see this show."
"3352","100","Great acting, Masterful, Riveting, Great singing  Michelle C 7104","  On","See it if You want to know more about Alexander Hamilton's life. The storytelling is amazing.","Don't see it if You MUST see it!!!",""
"3353","100","Masterful, Must see, Profound, Relevant, Riveting  Sarah K 7104",""," April 14th, 2017","See it if you can afford it. Even then, just listen to the soundtrack if you are a living, breathing human being!","Don't see it if you aren't rich, willing to spend your life savings, or don't win the lottery. (Still, the soundtrack!)"
"3354","92","Clever, Delightful, Exquisite, Entertaining, Great singing  Brianna N","  On","See it if If you enjoy amazing performance quality","Don't see it if You're crazy",""
"3355","100","Absorbing, Ambitious, Clever, Edgy, Exquisite  Betsy 7104","  On","See it if You want to experience the best show... ever!","Don't see it if Everyone should see this show",""
"3356","100","Ambitious, Enchanting, Masterful, Entertaining, Great singing  Tori M 7104",""," April 14th, 2017","See it if You are a history buff.","Don't see it if If you dilike history."
"3357","100","Enchanting, Masterful, Great writing, Entertaining, Great singing  Cathy Z 7104",""," April 14th, 2017","See it if Everyone should see it","Don't see it if You are not interested in a great show"
