"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"379","75","Funny, Clever, Entertaining, Fluffy, Legendary  Allison 36",""," May 21st, 2016","See it if you love classic musicals w/ out elaborate sets. Great song & dance show that's extremely entertaining - which is why it's lasted so long.","Don't see it if you want a deeper plot & more grandiose production. It plays out like more of a cabaret musical review w/ less of a linear plot.="
"380","15","Banal, Disappointing, Excruciating, Insipid, Overrated  Julia Rose",""," May 17th, 2016","See it if you're a tourist.","Don't see it if you've seen the movie...the movie is way better.="
"381","95","Funny, Clever, Edgy, Masterful, Entertaining  Paul 25",""," May 17th, 2016","See it if You want to see top-notch material presented by masters of their art at the top of the game. Everything about this show works!","Don't see it if you have no sense of humor, hate great show music, think hot choreography is full, and that lighting is just lighting.="
"382","50","Disappointing, Dated, Tired, Stale, Deteriorated  Megan M 6124",""," May 12th, 2016","See it if You get a really good price and can't get tickets to anything else; you've never seen it and you don't care about production values","Don't see it if You've seen it before; you want to see something exciting; you expect the dancing to be half as impressive as it was in '96"
"383","99","Delightful, Must see, Entertaining  Sue 6125",""," May 12th, 2016","See it if You want to to experience one of the best musicals ever written. The music, lyrics, and choreography are terrific. The show is a classic.","Don't see it if You require a character to root for as this story is made up of undavory folks.="
"384","60","Edgy, Quirky, Underwhelming, Dated, Entertaining  Nantz914",""," May 11th, 2016","See it if you have no expectations, you enjoy all types of musicals","Don't see it if you have high expectations, you don't enjoy dated shows.="
"385","51","Funny, Dizzying, Disappointing, Dated, Fluffy  Martin Dichiera",""," May 9th, 2016","See it if you like the movie or Fosse","Don't see it if you want a good stage (it get<U+00B4>s really old this production)="
"386","92","Funny, Ambitious, Must see, Entertaining, Great staging  Jodi 13",""," May 9th, 2016","See it if You want to see classic musical with great, memorable music and dance. I've seen it twice with different stars.","Don't see it if You don't enjoy classic stylized dance musicals.="
"387","70","Edgy, Raunchy, Indulgent, Underwhelming, Great staging  Sabrina H B",""," May 8th, 2016","See it if Dancing is why you love Broadway. A Broadway staple. A must see if you are a Broadway buff.","Don't see it if You want to see B-list celebrities perform to the best of their abilities. If you blush at a risqu<U+00E9> show, this one is not for you.="
"388","85","Funny, Edgy, Must see, Relevant, Entertaining  Adina 4",""," May 6th, 2016","See it if You don't mind tongue-in-cheek. You like women in lingerie and shirtless men.","Don't see it if You have strong moral opinions about people who commit crimes.="
"389","75","Original, Raunchy, Classic  Mike Hopkins",""," May 6th, 2016","See it if You have yet to see the show","Don't see it if Subtle dance isn't your thing="
"390","92","Entertaining, Great staging, Great fun,  MARY 6127",""," May 6th, 2016","See it if You enjoy great dancing and singing.","Don't see it if=You've seen the movie one too many times.="
"391","96","Delightful, Edgy, Must see, Quirky, Entertaining  CyrileneSpence",""," May 6th, 2016","See it if Very entertaining","Don't see it if Good musical="
"392","30","Raunchy, Banal, Disappointing, Slow, Dated  Lauren 6127",""," May 6th, 2016","See it if You don't mind paying a lot for a poor performance.","Don't see it if You dislike shows that could be great but have actors who are bored and tired.="
