"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"220","80","During previews Enchanting, Great acting, Slow, Entertaining, Great singing  mjktheatre",""," April 15th, 2017","See it if You like the original movie, you enjoy Ahrens and Flaherty's music, you want to see an all around strong cast do really good work.","Don't see it if You don't like adaptions. You are looking for a deep night at the theatre. You hate when I a show is overly ballad heavy.=Also The show could use some triming, Act 1 has about 2 too many wistful memory ballads. For a show that puts a lot of stock in how much the characters love Russia the music has very little Russian influences that I could pick out, in fact the only place I really saw Russia was the gorgeous costumes....<U+00A0>Read more Read less="
"221","83","During previews Absorbing, Ambitious, Great staging  Noel C",""," April 13th, 2017","See it if you loved the cartoon version of the story, you want to be wowed by a beautiful production, you don't care about star vehicles.","Don't see it if You want the  true  story - this is fluff.="
"222","100","During previews Absorbing, Great acting, Must see, Great singing, Great staging  Hillary 3",""," April 12th, 2017","See it if You loved the original source material and are willing to see a few changes.","Don't see it if You had any problem with the original. You have issue with historical events that occured on this timeline.="
"223","85","During previews Absorbing, Delightful, Refreshing, Entertaining  MICHELE H 6124",""," April 12th, 2017","See it if You enjoy a good love story/ musical","Don't see it if You don't enjoy musicals="
"224","94","During previews Captivating, Must see, Refreshing, Amazing staging and effects  Hpudance",""," April 12th, 2017","See it if You are a fan of the animated movie and the music of Ahrens&Flaherty. You enjoy amazing effects, gorgeous costumes and a beautiful score.","Don't see it if you aren't interested in an enjoyable evening at the theatre perfect for the whole family!="
"225","88","During previews Enchanting, Romantic, Great singing  Lisa A 6124",""," April 12th, 2017","See it if You are a big fan of the movie and enjoy romantic comedies (add 5 points to the score if you are a fan of the movie).","Don't see it if You are not a fan of the movie and looking for a unique Broadway show or story.=Also The songs sung by Christy and Ramin are the strength of the show where their vocal ranges are showcased beautifully. Two songs slowed down the story a bit as well as two scenes felt forced and didn't seem to flow as well as other parts of the show. Caroline O'Connor shines and almost overshadows the other actors when she appears onstage....<U+00A0>Read more Read less="
"226","94","During previews Funny, Enchanting, Romantic  AMANDA R 6124",""," April 10th, 2017","See it if you like fairly tales with a twist","Don't see it if you're looking for an exact replica of the movie="
"227","67","During previews Confusing, Slow, Great costumes, Fluffy  Anthony 17",""," April 10th, 2017","See it if You love Ramin Karimloo or just want a night to feel like a princess.","Don't see it if You're looking for something romantic, or you want a story that makes sense with characters making rational decisions="
"228","90","During previews Enchanting, Indulgent, Great singing, Great staging  Arielle R",""," April 9th, 2017","See it if You are a fan of the film and want to see a different telling of the story or just want to see a fun show.","Don't see it if You cant handle strobing lights. The show has a strobe warning and it is used quite a bit.="
"229","80","During previews Delightful, Enchanting, Great staging  Jen Sandler",""," April 8th, 2017","See it if You are a fan of the movie, enjoy Romanov and Russian history!","Don't see it if You do not enjoy fantasy or Russian esque shows.="
