"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"1770","92","Entertaining  PaulaJean",""," August 5th, 2016","See it if you  like cats and fun songs","Don't see it if you like to be entertained"
"1771","100","Enchanting, Masterful  Rebecca 6218","  On","See it if Love a smart musical score and brilliant choreography","Don't see it if You are uncomfortable seeing people in unitards",""
"1772","80","Original, Delightful, Entertaining, Great singing, Great staging  Joanne G 6218","  On","See it if I cried at the end. How embarrassing.","Don't see it if You hate musicals.",""
"1773","90","Original, Clever, Entertaining  Courtenay C",""," August 4th, 2016","See it if This is a play I saw first time around...first in London, then on Broadway.  Both shows were original (for the time) and well choreographed.","Don't see it if If you don't like T.S. Eliot, pass.="
"1774","75","Clever, Overrated, Slow, Great staging, Repetitive  Rocco D","  On","See it if You like musicals and cats","Don't see it if Musicals and cats",""
"1775","46","Dizzying, Great acting, Confusing, Disappointing, Overrated  Margaret J 6216","  On","See it if you are curious about the play. You want to see actors trying to be cats.","Don't see it if you don't want to spend hours watching people in cat costumes try and be cats.",""
"1776","82","Original, Delightful, Entertaining, Great singing, Beautifully choreographed  Susan c0f1dfdd",""," August 3rd, 2016","See it if You've never seen Cats before. See it if you have because this is so new.","Don't see it if You don't like music and dance."
"1777","100","Masterful, Must see, Entertaining  Barbara 67","  On","See it if Loved it !!","Don't see it if you don't want to be entertained",""
"1778","90","Entertaining, Great singing  Shannon W 6215","  On","See it if You love dancing, singing, and a huge performance.","Don't see it if You can't give the shoe a chance and appreciate it for what it is.",""
"1779","100","Clever, Enchanting, Great acting, Entertaining, Great singing  Thomas B 6215",""," August 2nd, 2016","See it if thomber9","Don't see it if berrytails"
"1780","86","Funny, Clever, Enchanting, Must see, Profound  Josh B 6215","  On","See it if you've always wanted to see it, it doesn't disappoint","Don't see it if you done like cats",""
"1781","100","Funny, Absorbing, Enchanting, Great singing, Great staging  Amanda 6214","  On","See it if If you enjoy campy all around fun and catchy songs","Don't see it if You you don't like the idea of people dressed as cats performing a musical",""
"1782","83","Masterful, Must see, Relevant, Entertaining, Great staging  Chloe R"," On","See it if You enjoy lighthearted shows.","Don't see it if You enjoy dramatic, intriguing plots.",""
"1783","90","Enchanting, Epic, Resonant, Dated, Great singing  Francine 7117"," On","See it if you love a classic musical. Timeless!","Don't see it if you don't like breathtaking classical songs. Or leg-warmers.",""
"1784","95","Enchanting, Intelligent, Entertaining, Great singing, Great staging  Margaret S 7117"," On","See it if you love music, cats, inside jokes, dry humor, set design...","Don't see it if Nope just see it",""
"1785","78","Delightful, Great acting, Entertaining  Yasin"," On","See it if if you like great music and acting and dance..","Don't see it if if you want a musical with an edgy score...",""
"1786","100","Clever, Enchanting, Epic, Entertaining, Great singing  Jesus"," On","See it if Anyone who goes will like this show.","Don't see it if I cannot think of anyone who would not like this show.",""
"1787","100","Funny, Clever, Enchanting, Exquisite, Entertaining  Miranda S 7113"," On","See it if Great","Don't see it if Not great",""
"1788","100","Absorbing, Clever, Exquisite  dlparker106gmailcom"," On","See it if 3x","Don't see it if going to see it 4x",""
"1789","100","Exquisite  Arlene 7113"," On","See it if It was awesome.","Don't see it if You don't like cats.",""
"1790","85","Ambitious, Clever, Enchanting, Masterful, Entertaining  Tony 7113"," On","See it if If you love cats, if you love dancers dressed as cats, and the music of Andrew Lloyd Webber.","Don't see it if You're a theater snob.",""
"1791","91","Clever, Must see, Raunchy, Confusing, Great singing  Ryan M 7111","  On","See it if You want to see a broadway classic","Don't see it if You prefer thick plot line",""
"1792","81","Delightful, Fluffy  Karen J 7110"," On","See it if You're an Andrew Lloyd Webber fan. If you saw the original and want to see the reboot. If you love cats..","Don't see it if You're more interested in a more monologue driven play",""
"1793","96","Delightful, Refreshing, Entertaining  Nadya","  On","See it if You like cats","Don't see it if You don't like cats",""
"1794","95","Clever, Confusing, Entertaining, Great dancing, Production  Jessica M 709057","  On","See it if You know the back story and are interested in seeing poetry come to life or enjoy big spectacle shows","Don't see it if You haven't researched anything about the storyline",""
"1795","94","Dizzying, Epic, Masterful, Hilarious, Entertaining  Dora B"," On","See it if You enjoy quirky cats doing amazing things.","Don't see it if You prefer dogs or hate ballet.",""
"1796","100","Enchanting, Must see, Riveting  Bryan 7101"," On","See it if Great show, customs customs customs and the Musial numbers wow memories !!!!!","Don't see it if You have small children and can't use your imagine",""
"1797","86","Enchanting, Entertaining  kathy 7096"," On","See it if iliked it","Don't see it if would see it again",""
"1798","100","Great acting, Great writing, Entertaining, Great singing, Great staging  Maureen 709621"," On","See it if You love to be entertained from the very first second it starts until the second it is over.","Don't see it if You do not love music or if you have zero imagination.",""
"1799","100","Enchanting, Epic, Riveting, Great singing, Great staging  Toniann"," On","See it if You enjoy a classic","Don't see it if You don't want to have a good time",""
"1800","100","Absorbing, Must see, Profound, Quirky, Great staging  Mikki H"," On","See it if If you're a dance lover! This show has a lot of modern styles and acro!!","Don't see it if You don't have a good respect towards dancing and almost abstract art.",""
"1801","93","Clever, Delightful, Great acting, Entertaining, Great staging  Jeannene 7097"," On","See it if You like poems that go along with cats singing and dancing.","Don't see it if You are not into singing and dancing.",""
"1802","84","Dizzying, Enchanting, Exquisite  Rebecca K 709752"," On","See it if You never have or have a million times","Don't see it if Why wouldn't you  It's back and still brilliant. It's a beautiful classic - listen, watch, be part of Broadway",""
"1803","77","Ambitious, Clever, Delightful, Great acting, Entertaining  Alyssa D 7096"," On","See it if You like musicals","Don't see it if You don't like musicals",""
"1804","68","Clever, Quirky, Dated, Great staging, Fluffy  Isreal P"," On","See it if You want a fun family show","Don't see it if You prefer acting over spectacle",""
"1805","100","Funny, Delightful, Enchanting, Entertaining, Great singing  Brittany B 7095"," On","See it if You love singing acrobats and dancing","Don't see it if Bae singing",""
"1806","92","Delightful, Enchanting, Riveting  Tal 7095"," On","See it if You love great music.","Don't see it if You're allergic to cats.",""
"1807","66","Confusing, Disappointing, Cliched  vasha"," On","See it if Enjoy Musical and signing animals","Don't see it if Hate Musicals",""
"1808","100","Funny, Ambitious, Clever, Delightful, Entertaining  Rosa 7093"," On","See it if I love it","Don't see it if It eas on bway for yeArs",""
