"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"191","68","Clever, Confusing, Disappointing, Great staging  Member d68a675f",""," April 6th, 2017","See it if you just appreciate talanted people. The cast is talanted. Phillipa Soo is wonderful. I think my expectations were too high.","Don't see it if you like an intermission. Also if you are an obsessive fan of the movie. I think they play tries but does not compare to the movie.="
"192","89","Funny, Delightful, Enchanting, Quirky, Great staging  AmyTodorova",""," April 5th, 2017","See it if you liked the movie, you like Phillipa Soo, or you like sweet, quirky shows that don't make you think too hard. I smiled the whole time.","Don't see it if you are looking for new songs to sing as you leave the theater or if you can't suspend reality for a while="
"193","70","Clever, Quirky, Romantic, Entertaining, Great singing  Barbara 7012",""," April 5th, 2017","See it if You want to see Philippa Soo, you are looking for a light-hearted musical.","Don't see it if You want meaty drama.="
"194","65","Quirky, Indulgent, Great singing, Fluffy  Alana J",""," April 4th, 2017","See it if You want to see Phillipa Soo in a complete departure from her role as Eliza in Hamilton","Don't see it if You didn't see the movie, you don't like shows with non traditional narration=Also I wanted to like this much more than I actually did, unfortunately the quirkiness of the movie did not translate as well on stage and much of the story-line was hard to follow. Phillipa's voice was incredibly strong, but the book did not play to her strengths as much as it could have....<U+00A0>Read more Read less="
"195","66","Quirky, Confusing, Disappointing, Fluffy  alex4chang",""," April 4th, 2017","See it if you are a fan of Phillipa and want to see her live. Other than that, I can't find a reason to see this show.","Don't see it if you want quality theater. None of the songs were very catchy , the show seemed to drag along, and all the comedy seemed to be forced.=Also There are a ton of better shows during this crowded season. I would avoid this one....<U+00A0>Read more Read less="
"196","97","Clever, Delightful, Exquisite, Quirky, Great singing  JimmyD",""," April 4th, 2017","See it if you enjoy color, vibrance, indie-sounding musical scores, and the vocal chops of Phillipa Soo and Adam Chanler-Berat.","Don't see it if you expect a carbon-copy of the French film or if you are in the mood for something more commercial and less artistic.="
"197","95","Masterful, Must see, Relevant, Resonant, Great singing  Lauri 7087",""," April 3rd, 2017","See it if You want to hear a great story along with amazing vocals","Don't see it if you hate theater="
"198","69","Funny, Clever, Quirky, Indulgent, Fluffy  Caroline 6067",""," April 3rd, 2017","See it if You like whimsy and are looking to escape. Very funny and well done, but definitely not the most captivating storyline.","Don't see it if You have a small bladder. 1:40 with no intermission. You are looking for something serious or plot driven="
"199","75","Great acting, Quirky, Romantic, Slow, Great staging  Diffs92",""," April 3rd, 2017","See it if You love Phillipa Soo. Or you want a whimsical, light hearted night out.","Don't see it if You want a memorable score, or something that will make you think. It was a cute little show, but nothing that really drew me in.=Also I've never seen the movie, so I don't know how this production compares. Also wrote this review late - I saw it during previews, so I don't know if things have changed since then....<U+00A0>Read more Read less="
"200","82","Quirky, Cute, Great singing, Great staging  Alison F 6125",""," April 3rd, 2017","See it if you enjoyed the movie or want a light-hearted show. Phillips Soo does not disappoint. Stays true to the movie. Cute show. At times funny.","Don't see it if you want a revelation. Maybe I'm spoiled by this show's contemporaries, but I was expecting a little more je ne sais quoi.="
"201","68","Fluffy, Bland, Americanized  Megs",""," April 3rd, 2017","See it if You have your heart set on seeing Phillipa Soo in anything. You never saw how charming the movie was so there's less basis for comparison","Don't see it if You don't care for Phillipa Soo's singing/acting. You want a musical that seems remotely French. You're expecting more quirky than cutesy.=Also Film was R-rated, this show feels decidedly PG.One or two nice songs and Phillipa is lovely to watch, but that's about it. There were a couple cringeworthy  musical  moments that definitely weren't in the spirit of the film.To be fair, everyone sitting around us seemed pretty into it....<U+00A0>Read more Read less="
"202","99","Clever, Delightful, Enchanting, Exquisite, Resonant  Emily 631336",""," May 8th, 2017","See it if You loved the movie Am<U+00E9>lie, or ant an exquisite magical experience it's humor, great music, charm, and phenomenal staging with great acting!","Don't see it if You want to listen to the bad critics reviews, show should have been a smash hit!="
