"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"578","87","Must see, Refreshing, Entertaining  linda 58919f84",""," January 2nd, 2016","See it if Tapestry was your favorite album and you wore it out as I did.","Don't see it if You do not enjoy Carole King's music.="
"579","91","Original, Delightful, Refreshing, Entertaining, Great staging  Holly13924",""," December 30th, 2015","See it if You like a good jukebox musical, are a fan of Carole King, have parents in town","Don't see it if You don't like greatest hits from the '50s and '60s, are looking for something exciting and life-altering.="
"580","99","Great acting, Must see, Refreshing, Entertaining  Suzanne 33",""," December 29th, 2015","See it if you love Carol King music","Don't see it if you do not like Carol King music="
"581","100","Enchanting, Exquisite, Must see, Hilarious, Entertaining  Sean Ryan",""," December 28th, 2015","See it if you want to see a show that will keep you singing for weeks to come.","Don't see it if you are not a fan of Carole King's music.="
"582","89","Delightful, Great acting, Resonant, Romantic, Entertaining  Eileen 24",""," December 28th, 2015","See it if You enjoy Carole King music and a rock n roll history","Don't see it if If you don't care for Carole King music="
"583","70","Boring, Enchanting, Good music  Maya24601",""," December 22nd, 2015","See it if you love Carol King music","Don't see it if you want to see great acting or plot="
"584","68","Disappointing, Overrated, Dated, Entertaining, Fluffy  Susan 8b188559",""," December 22nd, 2015","See it if You like Carole kings music. You'll learn of songs she wrote that you never knew she did","Don't see it if You're looking for a good musical. This is a biography with her music added="
"585","80","Delightful, Entertaining  Victoria 13",""," December 18th, 2015","See it if You're a fan of Carole King. The music is the real star of the show.","Don't see it if You're not a fan of jukebox musicals. The music and acting are great, but the book could have been better.="
"586","86","Absorbing, Entertaining  Marcela",""," December 15th, 2015","See it if You like behind-the-scenes story of how songs are created, like Carole King's music","Don't see it if you get tired of plot fake-outs ( this song isn't very good  but then it becomes huge hit)="
"587","83","Absorbing, Resonant  Mawkish TREX",""," December 10th, 2015","See it if you are a fan of Carole King, or you enjoy songs that are centered around the subtlety of human emotions.","Don't see it if you want a well-written story or physical subtlety on stage.="
"588","79","Absorbing, Great acting, Entertaining, Very 60's 70's, Carole king music!!!!!!  John P",""," December 8th, 2015","See it if You love all things 60's and 70's or at least inquisitive, love the sounds of the 50's 60's and 70's. Love Carole King!!!","Don't see it if You hate the music of the 50's 60's and 70's="
"589","85","Funny, Original, Delightful, Refreshing, Entertaining  David W",""," December 3rd, 2015","See it if if you like the music of Carol King or are interested in this period of American music this is a must see.  The cast is wonderful.","Don't see it if If you don't like jukebox musicals, this might not be for you.="
"590","91","Entertaining  Beth S 2",""," December 3rd, 2015","See it if you enjoy music of the time period, particularly Carole King.","Don't see it if you are looking for more story. It was very good, but more  concert than story.="
"591","78","Cliched, Entertaining, Great singing  YikesCasey",""," November 30th, 2015","See it if Your a Caro King fan or fan of music from the 60s and 70s.","Don't see it if You don't like formulaic jukebox musicals.="
"592","100","Delightful, Must see, Profound, Refreshing, Entertaining  Matt K",""," November 29th, 2015","See it if You love Carole King's music!","Don't see it if You don't like Carole King's music.="
"593","90","Absorbing, Delightful, Exquisite, Great acting  Member 1d1d1f20",""," November 26th, 2015","See it if Looking for a wonderful show.","Don't see it if don't enjoy Carole King music.="
"594","85","Great acting, Entertaining  Zepka102",""," November 24th, 2015","See it if You enjoy Carole King music, want to be transported back in time","Don't see it if You're not w fan of jukebox musicals="
"595","85","Great acting, Entertaining  Matt502",""," November 20th, 2015","See it if You like Carole King and biopic style musicals","Don't see it if You don't like Carole King's music="
"596","90","Funny, Delightful, Great acting, Great writing, Entertaining  ChrisRX",""," November 19th, 2015","See it if You love Carole Kings music and want to learn about all the other songs you never knew she wrote!","Don't see it if You need an action packed show to keep you interested. This is a true origin story of Ms. King and her music.="
"597","100","Funny, Must see  JeffreyWarren",""," November 17th, 2015","See it if Funny touching well acted","Don't see it if I can't think of a reao not to see this shoet="
"598","88","Original, Great acting, Entertaining, Great music, Nostalgic  RONH",""," November 12th, 2015","See it if you were a Carole King fan and grew up in the 60's.","Don't see it if you don't want another juke box musical.="
"599","90","Absorbing, Enchanting, Intelligent, Must see, Profound  Catherine 12",""," November 10th, 2015","See it if you love Carol King and want to see a beautiful story about a smart, young, brave and phenomenal woman's journey to an amazing career.","Don't see it if you want a super heavy dance show. There's dancing but not a lot of it.="
"600","95","Must see, Refreshing, Romantic, Insipid, Great staging  Samantha Jean",""," November 9th, 2015","See it if you love Carole King music and want to learn about Carole King when she was just a song writer.","Don't see it if you don't like the music from the time period="
"601","92","Intelligent, Thought-provoking, Relevant, Great writing, Educational  Andrea Michelle",""," November 8th, 2015","See it if you have a creative passion ...you know only Carole King the singer ...you love the songs in the show ...you want to see great theater","Don't see it if you like more fictional stories only ...you don't appreciate the struggles of being a creator="
"602","100","Delightful, Great acting, Resonant, Great writing, Great staging  Susan M 4",""," November 4th, 2015","See it if you love Carole King's music","Don't see it if you don't love Carole King's music="
"603","95","Delightful, Great acting, Great writing, Entertaining  David 96",""," November 2nd, 2015","See it if you like behind the scenes stories.","Don't see it if if you hate jukebox musicals, but this is a really good one.="
"604","100","Delightful, Refreshing, Entertaining  Liz 13",""," November 1st, 2015","See it if You love Carol King and music.","Don't see it if You don't like Carol King.="
"605","72","Delightful, Cute, Fluffy  Hillary Zumph",""," October 31st, 2015","See it if you like Carole King, are looking for a family-friendly option, or love a good biographical story.","Don't see it if you're looking for something challenging or original.="
"606","92","Absorbing, Delightful, Refreshing, Riveting, Great staging  Valerie G",""," October 30th, 2015","See it if If you are a Carole King fan  If you like jukebox musicals","Don't see it if If you are not a Carole King Fan="
"607","91","Delightful, Relevant, Entertaining  SusanDoucha",""," October 26th, 2015","See it if Originally I didn't want to see this but am so glad I changed my mind.  I recommend this to anyone who enjoys Carole King's music.","Don't see it if You don't like bipoic musicals.="
"608","80","Clever, Great acting, Intelligent, Great writing, Entertaining  Cristina C.",""," October 20th, 2015","See it if you love great acting.","Don't see it if you don't enjoy an inspiring story.="
"609","78","Cliched, Entertaining, Fluffy  Mark B",""," October 19th, 2015","See it if you enjoy jukebox musicals and/or Carole King's music.","Don't see it if you're looking to get an idea as to who Carole King really is.="
"610","100","Clever, Exquisite, Intelligent, Masterful, Entertaining  Ed 6",""," October 18th, 2015","See it if you are really looking for a great evening at the theater.","Don't see it if you don't like musicals.="
"611","90","Refreshing, Entertaining  Robb",""," October 18th, 2015","See it if the current cast really holds up to the originals. a fun time with great songs.  Including a Monkees hit which is always a bonus for me","Don't see it if if you are a snob who skips jukebox musicals.  Otherwise, get in line for a ticket="
"612","100","Clever, Delightful, Enchanting, Thought-provoking, Must see  Rebecca C",""," October 10th, 2015","See it if you love Carole's music but wished you knew more about her!","Don't see it if you don't want to have fun or sing along to some classics="
"613","95","Original, Absorbing, Great acting, Must see, Great writing  BARBIE",""," October 9th, 2015","See it if you love Carol King's music and want an evening that brings you back","Don't see it if you're not available="
"614","81","Absorbing, Exquisite, Great acting, Great staging  Rory M",""," October 9th, 2015","See it if You're a fan of Carole King or 60s music. I grew up listening to this music because of my mom so I really enjoyed it.","Don't see it if You don't like 60s music.="
"615","80","Original, Delightful, Enchanting, Intelligent, Masterful  Sammi",""," October 8th, 2015","See it if you appretiate the music of carole king and enjoy stories about individuals lives and the ups and downs of coming of age.","Don't see it if You dont like carole king or her music and have no taste in hearing about her life story.="
"616","80","Clever, Delightful, Great acting, Fluffy  Hpaq",""," October 7th, 2015","See it if you like Carole King and the gang. Cast is fabulous, and the story is one we all know. Makes for a cute date","Don't see it if you don't like Carole KIng or jukebox musicals="
"617","98","Absorbing, Great acting, Resonant, Great writing, Great staging  SWAllison1",""," October 2nd, 2015","See it if you want to see a new production in the model of a classic broadway jukebox musical.","Don't see it if you want something more clever then the classic model of a musical.="
"618","100","Original, Delightful, Must see, Entertaining, Great singing  Brett 2",""," September 30th, 2015","See it if You love great music. Youll be dancing and singing in your seat. Rush for standing room tickets. Beautiful theatre. I've seen it twice","Don't see it if You don't like to have fun. Warning: this show will make you smile, laugh, and relate to human emotions.="
"619","95","Funny, Original, Clever, Delightful, Entertaining  Kevin K.",""," September 29th, 2015","See it if You love Carole King's music! If you are looking for a feel good musical this is your ticket.","Don't see it if You are looking for a profound theatrical experience.="
"620","82","Delightful, Great acting, Romantic  Alegra L",""," September 29th, 2015","See it if you love Carole King's music and want to see her life told on the stage.","Don't see it if musicals aren't your favorite.="
"621","72","Great acting, Cliched, Mediocre, Entertaining, Fluffy  Philip",""," September 29th, 2015","See it if You love Carole King tunes","Don't see it if You dislike jukebox musicals, this is really no different than most of them. (The book does the music no favors)="
"622","88","Original, Delightful, Great acting, Intelligent, Entertaining  DBF203",""," September 26th, 2015","See it if You enjoy Carole King's music and want to learn more about her life and the origins of her music","Don't see it if You don't like Carole King's music or learning about the life of a songwriter/singer of pop music from that era.="
"623","100","Enchanting, Entertaining  Sharon604",""," September 26th, 2015","See it if You like Carole Kings music, were born in the 60's or just all around a good musical","Don't see it if you don't like Carole King's music,="
"624","76","Funny, Delightful, Fluffy  Leanna",""," September 23rd, 2015","See it if you want a fun night out, and/or are looking for a  safe  choice for a large group and are tired of Mamma Mia and Jersey Boys.","Don't see it if you're anticipating anything deep. There really isn't; that's not why this show is here.="
"625","77","Cliched, Entertaining  Richard 8",""," September 23rd, 2015","See it if love Carole King","Don't see it if you want biographical depth. the book is just not that good="
"626","100","Absorbing, Refreshing, Romantic, Great writing, Entertaining  Janet 5",""," September 20th, 2015","See it if you enjoy music.","Don't see it if you don't enjoy music.="
"627","90","Funny, Absorbing, Delightful, Refreshing, Entertaining  Nicole Pieri",""," September 20th, 2015","See it if you want a fun sing-a-long show","Don't see it if you don't feel the earth move under your feet="
"628","72","Funny, Delightful, Great acting, Entertaining  Katie A",""," September 16th, 2015","See it if You love Carole King! Her music is great and this show does it justice. Good show to take your mom to.","Don't see it if You're not a huge Carole King fan. However, I thought I wouldn't know the songs and ended up recognizing a lot of them anyway.="
"629","100","Funny, Delightful, Refreshing, Romantic, Entertaining  Chuck C",""," September 16th, 2015","See it if you want to see a FABULOUS show where no one dies and you leave happy!","Don't see it if you don't like carole kind="
"630","70","Pedestrian, Great music, Great singing, Enjoyable, Long  Dina",""," July 19th, 2015","See it if you love Carol King music (I do) &/or stories set in the 60s. Great performance from Jesse Mueller.","Don't see it if You don't like bio musicals or Carol King music.="
"631","85","Terrific cast, Highly entertaining, Great music  Sister of My Sister",""," June 7th, 2015","See it if you love Carol King's music.","Don't see it if if you don't!="
"632","90","Clever, Great acting, Intelligent, Entertaining, Great singing  carey 7118",""," May 5th, 2017","See it if If you love Carole King's music or even if you don't think you do the music is great and so is the story","Don't see it if Can't think of any reason not to see="
"633","95","Funny, Absorbing, Delightful, Enchanting, Entertaining  Lisa 7123",""," May 3rd, 2017","See it if You love musicals with hit songs, an inspiring story and great talent","Don't see it if you don't like musicals="
"634","100","Enchanting, Great acting, Entertaining, Great singing, Great staging  Martha 7041",""," April 30th, 2017","See it if If you remember the sixties and the songs that were sung by all the pop stars.............. if you like humor nostalgia are melancholic","Don't see it if no reason not to see"
"635","86","Funny, Delightful, Must see, Refreshing, Entertaining  Wendy 9",""," April 28th, 2017","See it if Carole King's music provided the soundtrack of your youth and you enjoy a jukebox biography with the backstory of how the songs came to be","Don't see it if You're not a fan of her music, a jukebox style show or learning the behind the scenes of the industry. Not all songs sound like the original="
"636","66","Clever, Delightful  Victoria I 7092",""," April 28th, 2017","See it if you like carol king","Don't see it if you're not a fan of her music="
"637","80","Funny, Delightful, Great singing, Great staging  Erica 11",""," April 27th, 2017","See it if you enjoy Carole King's music.","Don't see it if you don't enjoy the classics.="
"638","86","Clever, Great acting, Must see, Entertaining, Great singing  Member 70407237",""," April 27th, 2017","See it if Carole King fan and you enjoy the music of that timeframe","Don't see it if You don't like 100<U+00B0>/<U+00B0> musical="
"639","80","Funny, Romantic, Indulgent, Entertaining, Great singing  Caroline 9",""," April 26th, 2017","See it if You enjoy Carole King. You're curious about the evolution of songwriting as a profession. You like fun music, costumes, sets, lighting, etc.","Don't see it if You need songs to advance the plot. The book is well-written, but this is definitely a jukebox musical designed to showcase the composer."
