"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"123","98","Edgy, Exquisite, Intelligent, Thought-provoking, Must see  Megan M 6124",""," July 24th, 2016","See it if You like amazing theatre staged beautifully and performed creatively. You love folk/jazz/contemporary music. You like great mythology.","Don't see it if You don't like seating in the round. You are specifically seeking dance heavy material. You prefer vanilla.="
"124","87","Absorbing, Enchanting, Great acting, Great singing, Great staging  Zach S 6165",""," July 22nd, 2016","See it if you like Natasha Pierre and other innovatively staged musicals","Don't see it if You like a more traditional book musical="
"125","92","Absorbing, Exquisite, Profound  Marcia W 6133",""," July 20th, 2016","See it if you love exploring new musicals and creative approaches","Don't see it if you are not appreciative of innovation.="
"126","95","Original, Must see, Riveting, Entertaining, Great singing  Cathy 6070",""," July 19th, 2016","See it if You want to see some amazing performances!!  And see it before it closes - do not miss it!!","Don't see it if You don't like an intimate theater seeing="
"127","90","Original, Intelligent, Great singing, Great staging, Unique, original, dynamic, immersive  SheBakesNYC",""," July 18th, 2016","See it if U want something different, a lot of bang for your $, uniquely immersive staging, great folksy/jazzy music, & like classic Greek mythology","Don't see it if You aren't into the folksy music or Greek mythology, are finicky about seating (all seats are hard wood upright dining chairs with cushions)="
"128","91","Absorbing, Clever, Enchanting, Masterful, Riveting  MD",""," July 18th, 2016","See it if You like a beautiful love story well told and well sung.","Don't see it if You hate everything good and right in the world.="
"129","50","Original, Intelligent, Quirky, Indulgent, Overrated  Donna 6199",""," July 17th, 2016","See it if You're into myth stories. The singing was great except the young male lead whose falsetto was painful.","Don't see it if You like a better range is show tunes. The singers were mostly great but the songs were deadly repetitive and the show was way too long="
"130","97","Original, Enchanting, Must see, Refreshing, Riveting  Bill H 2",""," July 16th, 2016","See it if You enjoy excellent singing and music, inventive staging, and unusual storytelling structure.  Amazingly good show.","Don't see it if You require a black and white, linear narrative; if you are a literal-minded clod; if you aren't willing to  go along  with a show's idea.="
"131","77","Original, Ambitious, Intelligent, Thought-provoking, Great singing  Denis S",""," July 14th, 2016","See it if you like to discover original shows.","Don't see it if you are a traditionalist.="
"132","91","Delightful, Refreshing, Great singing  Nycben",""," July 14th, 2016","See it if A fresh, modern take on a classic tale. Amber Gray and the entire cast are perfection. Wonderful singing and staging.","Don't see it if It's almost like an opera, in that it's all sung. You won't like it if that's not your thing.="
"133","85","Absorbing, Edgy, Masterful, Great singing, Great staging  Doug Anderson",""," July 14th, 2016","See it if you like Rachel Chavkin's staging and well performed sing through musicals in the round","Don't see it if you don't like sitting on slightly too hard chairs"
"134","94","Delightful, Enchanting, Quirky, Great singing, Toe-tapping  Jenny 18",""," July 13th, 2016","See it if you want to feel the music as you head-bop and toe-tap along with the funny, clever & tearful story, presented by an amazing cast.","Don't see it if you hate theater in the round & the cast walking through the audience or if you don't like re-tellings of classic literature.="
"135","90","Original, Absorbing, Enchanting, Great singing  Julie JT",""," July 12th, 2016","See it if you are a fan of the album or the writer, you love the story and want to see a new version of it, you are into unique staging.","Don't see it if you value distinct fast-paced plot over other qualities, you don't like sung through musicals, you are a staunch traditionalist.="
"136","80","Delightful, Quirky, Great singing, Great staging, Distancing  peanutgallery",""," July 8th, 2016","See it if you love greek myths, modern reinventions, beautiful folk music, hipsters, excellent voices, funky costumes, cool looking people.","Don't see it if you're looking to be totally lost in the storytelling. References to modern politics seem strangely misplaced and under-dealt-with.="
"137","65","Ambitious, Disappointing, Interesting, Great singing, Over-long  PC",""," July 5th, 2016","See it if you like New Orleans-style Jazz, the Orpheus & Eurydice story, and a good design (with a GREAT tree).","Don't see it if you don't like jazz, or don't care for actors moving throughout the audience space.="
